index	audio	video	response
369	1_00064.wav	1_00064.mp4	  업체가 소재한 자치구에 신청서와 증빙서류를 접수하면 됩니다.
370	1_00065.wav	1_00065.mp4	  예산 초과시, 선정기준에 따라 지원자를 선정합니다.
371	1_00066.wav	1_00066.mp4	  집합금지 업종, 집합제한 업종, 영업제한 업종, 그 외 업종 순으로 선정합니다.
372	1_00067.wav	1_00067.mp4	  해외에 있는 가족한테 보낼 수 있습니다. 
373	1_00068.wav	1_00068.mp4	  한 명당 구십개까지 가능합니다. 
374	1_00069.wav	1_00069.mp4	  그 부분은 나라마다 상이할 수 있습니다. 
375	1_00070.wav	1_00070.mp4	  우체국 이용하시면 됩니다. 
376	1_00071.wav	1_00071.mp4	  한강내 주요밀집지역이 통제됩니다. 
377	1_00072.wav	1_00072.mp4	  한강내 여의도공원 이벤트광장이 통제됩니다. 
378	1_00073.wav	1_00073.mp4	  모든 주차장은 이십일시 이후 진입 불가합니다. 
379	1_00074.wav	1_00074.mp4	  대중교통에서 따로 집계된 통계는 없습니다. 
380	1_00075.wav	1_00075.mp4	일일 오 육 회 정도 실시합니다. 
381	1_00076.wav	1_00076.mp4	 버스정류장도 실시하고 있습니다. 
382	1_00077.wav	1_00077.mp4	  서울시 홈페이지에서 보실 수 있습니다. 
383	1_00078.wav	1_00078.mp4	 현재 편의점에서 음식 섭취도 이십 일시까지만 가능합니다. 
384	1_00079.wav	1_00079.mp4	 현재 명부를 관리하도록 권고하고 있습니다. 
385	1_00080.wav	1_00080.mp4	 지급대상자에게만 문자가 발송됩니다. 
386	1_00081.wav	1_00081.mp4	 일차와 이차로 나눠 질 것 같습니다. 
387	1_00082.wav	1_00082.mp4	사업장이 서울에 있는게 기준입니다. 
388	1_00083.wav	1_00083.mp4	중복신청 가능합니다. 
389	1_00084.wav	1_00084.mp4	 신청 후 최소 칠일이 소요됩니다. 
390	1_00085.wav	1_00085.mp4	  문자 수신 후 동주민센터에 방문하시면 됩니다. 
391	1_00086.wav	1_00086.mp4	 가구별 지원입니다.
392	1_00087.wav	1_00087.mp4	 가구원들을 포함해 가구에 한 번만 지원이 됩니다. 
393	1_00088.wav	1_00088.mp4	 서울복지포털에서 확인해 보실 수 있습니다. 
394	1_00089.wav	1_00089.mp4	 동거인은 별도가구로 신청하시면 됩니다. 
395	1_00090.wav	1_00090.mp4	 서울복지포털 홈페이지에서 하실 수 있습니다. 
396	1_00091.wav	1_00091.mp4	 지난해보다 소득이 이십 오프로이상 감소한 사람이 대상입니다. 
397	1_00092.wav	1_00092.mp4	 지원금 웹사이트에서 하시면 됩니다. 
398	1_00093.wav	1_00093.mp4	 고용복지센터에서 신청하시면 됩니다. 
399	1_00094.wav	1_00094.mp4	 네, 해외에 마스크를 보내실 수 있습니다. 
400	1_00095.wav	1_00095.mp4	희망자원금 대상자입니다. 
401	1_00096.wav	1_00096.mp4	 집합제한업종은 최대 백오십만원까지 받으실 수 있습니다. 
402	1_00097.wav	1_00097.mp4	일차 지원금을 받지 않은 분들이 대상입니다. 
403	1_00098.wav	1_00098.mp4	온라인 수업을 권유하고 필요하신 경우 긴급돌봄이 가능합니다. 
404	1_00099.wav	1_00099.mp4	아니요, 현재 파파라치 제도는 없습니다.
405	1_00100.wav	1_00100.mp4	  다른 나라도 있는 것으로 알고 있습니다.   독일 칠만원부터 이탈리아 백삼십육만원 등 다양하게 있습니다. 
406	1_00101.wav	1_00101.mp4	자가격리 위반에 대한 처벌은 있지만, 자가격리기간중에 만나신 것이 아니라면 할 수 없습니다. 
407	1_00102.wav	1_00102.mp4	이주간 일일 확진자수 오십명 미만입니다.
408	1_00103.wav	1_00103.mp4	이주간 지역사회 일일 확진자 수 오십~백명 미만입니다.
409	1_00104.wav	1_00104.mp4	  이주간 지역사회 일일 확진자 수 백에서 이백명 이상, 일주 이회 더블링 발생시가 삼단계 기준입니다.
410	1_00105.wav	1_00105.mp4	  특고프리랜서, 영세 자영업자, 무급휴직근로자의 생계안정을 위한 고용안정지원금이 있습니다.
411	1_00106.wav	1_00106.mp4	아이들도 마스크 착용하여야 하나 과태료 부과대상에서만 제외시킨 것입니다.
412	1_00107.wav	1_00107.mp4	네 바로 단속하도록 하겠습니다. 
413	1_00108.wav	1_00108.mp4	네 거리두기 이단계에서 삼백인 미만 학원을 갈 수 있습니다.
414	1_00109.wav	1_00109.mp4	  마스크 착용, 출입자 명부 작성, 거리두기 환기,소독 등 방역수칙이 의무화되어있습니다. 
415	1_00110.wav	1_00110.mp4	  거리 두기 조정 결과에 따라 달라집니다. 
416	1_00111.wav	1_00111.mp4	  온라인예배 준비모임에서 확진자가 발생하였습니다. 
417	1_00112.wav	1_00112.mp4	  손 씻기와 손소독제 사용으로 감염 위험성을 많이 낮출 수 있습니다.
418	1_00113.wav	1_00113.mp4	  의약외품, 식약처 허가?받은 제품을 구매하시는 것이 좋습니다. 
419	1_00114.wav	1_00114.mp4	  케이 에프는 코리안 필터의 약자로 케이에프 팔십은 팔십퍼센트, 케이 에프 구십 사 에스 엠 에스 구십 사 퍼센트 이상을 차단합니다. 
420	1_00115.wav	1_00115.mp4	  비말 차단이 되는 일회용 마스크의 경우 감염 차단에 효과가 있습니다. 
421	1_00116.wav	1_00116.mp4	정부에서 지원하는 양육수당이 있습니다. 
422	1_00117.wav	1_00117.mp4	  마스크 미착용시 신고 가능합니다. 
423	1_00118.wav	1_00118.mp4	  회사도 직원의 감염병 예방과 방역수칙?준수 등 시설 방역관리자 역할에 최선의 노력은 해야합니다. 
424	1_00119.wav	1_00119.mp4	거리두기 이단계에서 삼백인 미만 학원을 갈 수 있습니다. 
425	1_00120.wav	1_00120.mp4	보통 사회적 거리두기를 전개하면 일주~이주일 사이에 효과가 나타나는 것으로 판단합니다. 
426	1_00121.wav	1_00121.mp4	저소득층 자녀중 미취업 청년에게 지원됩니다.
427	1_00122.wav	1_00122.mp4	청년특별구직 지원금으로 오십만원씩 지원됩니다.
428	1_00123.wav	1_00123.mp4	  지금 중학생 대상으로 나와있는건 돌봄지원비 입니다.
429	1_00124.wav	1_00124.mp4	  비말은 공기중의 액체방울입니다.
430	1_00125.wav	1_00125.mp4	소독은 시장 자체적으로도 하고 지자체에서도 하고 있습니다.
431	1_00126.wav	1_00126.mp4	확진자와 이미터 이내로 접촉했거나 마스크를 착용하지 않으셨으면 자가격리 대상이 됩니다.
432	1_00127.wav	1_00127.mp4	배달하셔도 됩니다. 문 앞에 놓고 오시면 됩니다.
433	1_00128.wav	1_00128.mp4	연세가 칠십일 세시면 지금은 통신비가 지원되고 있어요.
434	1_00129.wav	1_00129.mp4	오일 이상 무급휴직자에세 오십만원씩 지원해 드려요.
435	1_00130.wav	1_00130.mp4	자가격리자에게 생활비지원을 해 드리고 있습니다.
436	1_00131.wav	1_00131.mp4	대상자에 따라 지원금이 다릅니다. 미취학아동, 초중생, 학교 밖 아동 입니다.
437	1_00132.wav	1_00132.mp4	인체에 무해한 소독약을 사용하고 있습니다.
438	1_00133.wav	1_00133.mp4	소상공인 지원금은 이천십구년 대비 이천 이십년 매출액이 감소하였거나 오월삼십일일 이전 창업 소상공인에 대해서는 육,칠월 평균 매출액보다 팔월 매출액이 적을 경우 신청 가능하십니다.
439	1_00134.wav	1_00134.mp4	일차 대상자에게 추석 이전에 문자가 발송되어 먼저 신청하실 수 있으시고 이후에도 대상자를 확인하여 연락드릴 예정입니다.
440	1_00135.wav	1_00135.mp4	아직 정확하게 정해진건 없습니다
441	1_00136.wav	1_00136.mp4	팔월 이십칠일부터 입니다.
442	1_00137.wav	1_00137.mp4	수도권 외 지역은 실내 오십인 이상, 실외 백인 이상 집합,  모임, 행사 자제 권고를 하고 있습니다.
443	1_00138.wav	1_00138.mp4	오후 아홉시까지 정상영업이고, 오후 아홉시 이후부터는 음식포장 및 배달만 허용됩니다.
444	1_00139.wav	1_00139.mp4	전국역 하루 이회이상 열차안 이에서 사회 방역을 하고 있습니다. 
445	1_00140.wav	1_00140.mp4	역내에 열화상카메라가 설치되어 있습니다.
446	1_00141.wav	1_00141.mp4	손소독제가 배치되어 있습니다.
447	1_00142.wav	1_00142.mp4	열차네 향균필름이 부탁되어 있습니다.
448	1_00143.wav	1_00143.mp4	온라인 청년센터에서 접수하시면 됩니다.
449	1_00144.wav	1_00144.mp4	  총 이개월간 월 백 팔십 만원 지급됩니다. 
450	1_00145.wav	1_00145.mp4	  취업, 영리활동의 비자를 소지, 서울시에 외국인 등록한지 구십일치 초과, 가구원 소득금액이 중위소득 백이하이시면 가능합니다
451	1_00146.wav	1_00146.mp4	  사인까지 사십만원 오인~육인까지 오십만원입니다.
452	1_00147.wav	1_00147.mp4	 이십년 팔월 또는 구월 소득이 과거에 비해 이십오 퍼센트로 감소인자 입니다.
453	1_00148.wav	1_00148.mp4	  일반업종 연 매출 사억 이하이며 현재 사업을 하고 있어야 합니다.
454	1_00149.wav	1_00149.mp4	  뷔페, 노래연습장, 피씨방등 고위험 시설을 말합니다.
455	1_00150.wav	1_00150.mp4	  소상공인진흥공단이나 지방자치 단체에 신청하시면 됩니다.
456	1_00151.wav	1_00151.mp4	  집합금지업종은 이백만원, 프랜차이즈형 커피전문점, 교습소등 집합제한 업종은 백오십 만원 전년대비 매출감속 소상공인은 백만원입니다.
457	1_00152.wav	1_00152.mp4	  소상공인시장진흥공단사이트에서 이수가능합니다.
458	1_00153.wav	1_00153.mp4	맞습니다. 광주는 따로 지원금이 있습니다.
459	1_00154.wav	1_00154.mp4	저소득 위기가구에 한시적으로 긴급생계지원사업을 하고 있습니다.
460	1_00155.wav	1_00155.mp4	사인가구기준 중위소득 칠십오 퍼센트이하 재산이 삼억이하 등 조건에 맞는 저소득 가구입니다.
461	1_00156.wav	1_00156.mp4	  복지로 홈페이지를 통해 본인 인증후 신청 가능합니다.
462	1_00157.wav	1_00157.mp4	  소독시에는 창물을 열어 환기하고 청소및 소독 작업을 할때는 일회용 장갑 마스크 일회용 방수 긴팔가운을 착용해 야합니다.
463	1_00158.wav	1_00158.mp4	  티슈형소독제, 알코올, 차아염소산나트륨 희석액등이 잇습니다. 
464	1_00159.wav	1_00159.mp4	어린이집 방역지침을 안내해드리겠습니다.
465	1_00160.wav	1_00160.mp4	맞습니다 마스크를 꼭 착용하고 있어야 합니다.
466	1_00161.wav	1_00161.mp4	  버스정류소 승차대 사천 팔십 일개소에 대하여 주 일회 집중 방역소득을 실시하고 있습니다.
467	1_00162.wav	1_00162.mp4	  버스정류소 승차대의 의자, 정보판, 디지털노선도등 방역을 하고 있습니다. 
468	1_00163.wav	1_00163.mp4	  고의적 이지 않기 보상은 따로 없습니다.
469	1_00164.wav	1_00164.mp4	  확원은 코로나 십구 감염증 확산 방지를 위해 고강도 사회적 거리두기를 시행하고 있습니다.
470	1_00165.wav	1_00165.mp4	  삼백만원의 벌금을 부과합니다.
471	1_00166.wav	1_00166.mp4	  손세정제 사용 의무화 입니다.
472	1_00167.wav	1_00167.mp4	  학생등,하원시 체온기록 및 등원 명부 작성 하셔야 합니다. 
473	1_00168.wav	1_00168.mp4	  사업주는 이십일시까지만 정상영업가능 이십일시부터 익일 다섯시까지 음식 포장 배달만 허용됩니다.
474	1_00169.wav	1_00169.mp4	  헬스장, 골프장, 당구장, 배드민턴장등 실내 체육시설에서의 집단 감염을 막기위하여 집함금지입니다.
475	1_00170.wav	1_00170.mp4	  학습지교사,강사, 방과후광사등 프리랜서 지원 받을수 있습니다.
476	1_00171.wav	1_00171.mp4	노무비제공확인서와 본인통장 서류가 필요합니다. 
477	1_00172.wav	1_00172.mp4	  교육청이나 해당 학교에서 서류를 뗄수 있습니다. 
478	1_00173.wav	1_00173.mp4	  코로나 십구이 아이 점 쥐 오 점 케이 알에서 신청가능하며 신청일에 따라 신청가능합니다.
479	1_00174.wav	1_00174.mp4	  월 오십 만원씩 삼개월간 백 오십만원 지원됩니다.
480	1_00175.wav	1_00175.mp4	  집합금지 조치 되었습니다
481	1_00176.wav	1_00176.mp4	  십구~이십년도구직지원프로그램 참여자면 대상이 됩니다. 
482	1_00177.wav	1_00177.mp4	  노인시설 면회전면금지, 종사자도 출퇴근 금지입니다. 
483	1_00178.wav	1_00178.mp4	  클럽,룸살롱, 유흥주점, 콜라텍등입니다. 
484	1_00179.wav	1_00179.mp4	  마스크 착용하기, 삼십초 손씻기, 기침은 옷소매로 가려서 하기등이 있습니다.
485	1_00180.wav	1_00180.mp4	  가능하시다면 집안에 소독제를 배치하시는것도 좋습니다. 
486	1_00181.wav	1_00181.mp4	  일인가구사십만원 이인가구 육십만원, 삼인가구 팔십만원, 사인가구 백만원 지원예정입니다.
487	1_00182.wav	1_00182.mp4	  창문은 삼분의 일이상 열어둔체 가동하도록 합니다. 
488	1_00183.wav	1_00183.mp4	  열이나거나 기침,가래, 근육통, 코막힘이 있다면 집에서 삼~사일 머물러 주세요
489	1_00184.wav	1_00184.mp4	  이차재난지원금은 선별시급됩니다.
490	1_00185.wav	1_00185.mp4	  집합제한업종 삼가지로 구분하여 백만원~이백만원 지원합니다.
491	1_00186.wav	1_00186.mp4	대도시 기준 재산이 육억원이며 중도시일경우 삼점 오억원 농어촌은 삼억이하이면 신청가능합니다.
492	1_00187.wav	1_00187.mp4	  이십이년 취업성공폐키지, 구직지원로그램종료와 신규 참여자가 신청 가능합니다.
493	1_00188.wav	1_00188.mp4	  일일 최대 일000명까지 제한하면 입장시 OR코드나 수기 개인정보 기재후 입장가능합니다.
494	1_00189.wav	1_00189.mp4	  매일 환기해주시고 소독도 일일 이회이상 해주세요 
495	1_00190.wav	1_00190.mp4	  영유아가 새로 입실하는 경우 적어도 입실 당일에는 사전고나찰실에서 관찰또는 모자가 같은방을 사용하게 해주세요 
496	1_00191.wav	1_00191.mp4	  신청 개시일로부터 삼개월 내애 긴급재난 지원금 신청하지 않으면 자발적 기부로  기부됩니다.
497	1_00192.wav	1_00192.mp4	  종합소득산출세액에서 십오퍼센트 공재해주고 지방소득세에서도 기부금의 일점 오퍼센트 자동감면 됩니다.
498	1_00193.wav	1_00193.mp4	  재난 지원금 문의는 일삼삼구로 전화 혹은 각 시의 홈페이지를 참고하여 주시기 바랍니다.
499	1_00194.wav	1_00194.mp4	  에이차 재난지원금은 선별지급이며 코로나감염사태로 피해를 입은 분들 대상으로 지급하기로 결정 되었습니다.
500	1_00195.wav	1_00195.mp4	  대상 확인은 '새희망자금' 홈페이지에서 가능합니다.
501	1_00196.wav	1_00196.mp4	  세대주가 신청할 수 있습니다.
502	1_00197.wav	1_00197.mp4	  업체에 따라 차등지급을 하고있어 심사를 거쳐야 확인하실 수 있습니다. 
503	1_00198.wav	1_00198.mp4	  이번 이차 재난지원금은 선별지급으로 코로나감염사태로 인한 피해를 입은 분들 대상으로 지급하기로 결정이 되었습니다.
504	1_00199.wav	1_00199.mp4	  코로나로 인해 매출이 하락한 소상공인 대상으로 지급하는 제도입니다.
505	1_00200.wav	1_00200.mp4	  정부에서 국세청 납세 신고자료를 검토하여 매출 하락이 확인되는 경우 지원할 예정입니다. 
506	1_00201.wav	1_00201.mp4	  아니요 콜라텍 등의 유흥주점은 지원대상에서 제외됩니다. 
507	1_00202.wav	1_00202.mp4	  코로나 확진자 발생시 역학조사를 위해 필요한 절차기때문에 작성해주셔야합니다.
508	1_00203.wav	1_00203.mp4	  물론 악용되는 사례도 있지만 그 피해를 최소화하기 위해 출입명부관리 강화를 하고 있습니다.
509	1_00204.wav	1_00204.mp4	  폐기조치를 불이행면 삼백만원 이하의 벌금을 내고 개인정보 유출의 경우 오년이하의 징역 또는 오천만원 이하의 벌금을 내야합니다. 
510	1_00205.wav	1_00205.mp4	  거짓으로 작성하시면 역학조사에 있어 큰 혼란을 초래할 수 있습니다. 
511	1_00206.wav	1_00206.mp4	  역 안에서 열체크를 하시기 때문에 증상이 있으신 분들은 바로 격리됩니다. 
512	1_00207.wav	1_00207.mp4	조건이 맞지 않으면 환수조치 합니다. 
513	1_00208.wav	1_00208.mp4	  서울시 중위소득 백퍼센트 이하 저소득층 근로자, 영세 자영업자, 아르바이트생, 프리랜서, 건설직 근로자 등이 포함된 가구를 대상으로 합니다.
514	1_00209.wav	1_00209.mp4	  국민 외식비용 지원금은 금요일 오후 사시부터 일요일 밤 일이시 사이에 각각 이만원 이상에 누적 다섯번 이상 외식을 하면 여섯번째 외식비 결제 시 일만원이 환급됩니다.
515	1_00210.wav	1_00210.mp4	  필수적 사회경제활동 외 모든 활동 원칙적 금지입니다. 
516	1_00211.wav	1_00211.mp4	  시내나 시외 그리고 농어촌버스의 비수익 노선 운행전에 필요한 재정지원을 해 드립니다.
517	1_00212.wav	1_00212.mp4	  코로나십구발생으로 운송구입금이 전년동기 이십십구년삼월그리고 이십이십년삼월 대비 이십퍼센트 이상 감소한 업체가 해당됩니다.
518	1_00213.wav	1_00213.mp4	  사회적 거리두기 강화로 운영제한을 받고 있는 집단감염 위험시설이 선정기준이며  시설당 삼십만원이 지급됩니다. 신천지는 제외됩니다. 
519	1_00214.wav	1_00214.mp4	  긴급지원금신청서 개인정보제공동의서 고유번호증 사본 대표자 명의통장사본이 필요합니다.
520	1_00215.wav	1_00215.mp4	외식업체 정부 육성자금 융자 지원이 있습니다.
521	1_00216.wav	1_00216.mp4	  대출액의 백퍼센트 이상 국산 식재료구입 코로나십구대응 이십이십년 대출업체에 한해 한시적으로 완화하는 지원내용입니다.
522	1_00217.wav	1_00217.mp4	  음식점 개설 또는 개보수관련 비용 임차보증금 매장 신축 인테리어 공사 주방시설 설비설치 비품 집기 구입등의 지원 내용입니다.
523	1_00218.wav	1_00218.mp4	한부모가족의 생활안정을 위한 긴급지원이 정부 코로나 십구지원이 세대당 사십만원 가능합니다.
524	1_00219.wav	1_00219.mp4	  소비쿠폰을 지급하고 있습니다,
525	1_00220.wav	1_00220.mp4	고용노동부 광주지방고용노동청 군산지청 지역협력과에서  근로자 일인당 일팔십만원의 최저임금기준으로 주 사십시간기준으로 지원합니다.
526	1_00221.wav	1_00221.mp4	  수급아동에게 일인당 사십만원이 지급됩니다.
527	1_00222.wav	1_00222.mp4	  이십이십년 삼월기준 만 칠세 미만 아동수당 수급아동에 해당됩니다.
528	1_00223.wav	1_00223.mp4	  가족 중 확진자나 의심자가 있거나 어린이집 유치원 학요 개학연기로 긴급휴가사용 근로자가 대상이십니다.
529	1_00224.wav	1_00224.mp4	이비에스에서 데이터를 현재 무료 지원해주고 있습니다.
530	1_00225.wav	1_00225.mp4	상담제공쁜 아니라 애로사항 접수도 도와 드리고 있습니다.
531	1_00226.wav	1_00226.mp4	  특허청 산업재산정책국 지역산업재산과입니다.
532	1_00227.wav	1_00227.mp4	  일육육일 십구공공 입니다.
533	1_00228.wav	1_00228.mp4	  코로나 십구의 지역사회 확산방지를 위해 영업손실을 감수하면서 사업장 자진휴업에 자발적으로 동참하는 다중시설의 경영난을 일정 지원해 드리고 있습니다.
534	1_00229.wav	1_00229.mp4	  노원구 관내 노래방 피씨방 체육시설을 다중이용시설이라고 명칭합니다.
535	1_00230.wav	1_00230.mp4	  교육부 점검결과 구십구 점 팔퍼센트로 특별소독을 완료했습니다
536	1_00231.wav	1_00231.mp4	  일사일동안 학교에 오지 않도록 합니다.
537	1_00232.wav	1_00232.mp4	  학교에 나왔던 모든 학생과 교직원은 자가 격리에 들어갑니다.
538	1_00233.wav	1_00233.mp4	  그것에 대한 지침은 전문가와의 협의하에 지침을 마련할 것입니다.
539	1_00234.wav	1_00234.mp4	  실내 운영자 간 간격을 최소  일-이미터이상 유지하는등 필수 방역지침을 반드시 준수하여야합니다.
540	1_00235.wav	1_00235.mp4	  학교가 준수해야할 코로나 십구의 기본방향과 개학전후 준비 및 실행사항과 학교 내 의심증상자 발생과 같은 유사시 요령등이 있습니다. 
541	1_00236.wav	1_00236.mp4	  학교는 개학전에 전문업체에 위탁하여 학교 전체에 대한 특별소독을 완료하여야합니다.
542	1_00237.wav	1_00237.mp4	  체육수업은 거리두기가 가능한 종목으로만 수업이 가능합니다.
543	1_00238.wav	1_00238.mp4	  학교장 사전허가를 받고 증빙서류를 제출하면 역시 출석으로 인정하기로 했습니다.
544	1_00239.wav	1_00239.mp4	  코로나십구 확산에 따라 방역 위생물품 구매 증가로 경제적 어려움을 겪고 있는 아동양육 가구에게 한시적으로 지원 해 드리는 겁니다.
545	1_00240.wav	1_00240.mp4	  코로나로 인해 집에 있는 학교 밖 청소년들의 식생활 지원을 하기 위한 지원입니다.
546	1_00241.wav	1_00241.mp4	  계산시 비대면기기 또는 투명칸막이 등을 설치하는 등 방법으로 가금적 고객과 마주보지 않도록해야 합니다.
547	1_00242.wav	1_00242.mp4	  대기자 발생 시 번호표를 활용하거나 대기자 간 간격을 두고 대기하도록 안내하셔야 합니다.
548	1_00243.wav	1_00243.mp4	  예 위반시 과태료를 관리자 및 운영자에게 삼백만원 이용자 십만원의 부과됩니다.
549	1_00244.wav	1_00244.mp4	  다중이용시설이란 불특정다수인이 이용하는시설을 말합니다.
550	1_00245.wav	1_00245.mp4	  에 방역지침이 내려져 있습니다. 하지만 조금이라도 방심하면 감염이 되니 주의하셔야합니다.
551	1_00246.wav	1_00246.mp4	코로나 상황엔 어디서도 마스크는 필수입니다.
552	1_00247.wav	1_00247.mp4	사업주님께서 설치 이용 가능하게 준비하셔야합니다.
553	1_00248.wav	1_00248.mp4	그렇습니다.  코로나로 인해 어려움을 겪고있는 임업인을 위해 경제적 부담을 완화시켜 드리기 위함입니다.
554	1_00249.wav	1_00249.mp4	  국유임산물 계약후 반출기간 연장과 함께 자동 적용됩니다.
555	1_00250.wav	1_00250.mp4	화훼농가의 안정적인 생산, 출하유도를 위한 출하선도금 융자지원이 있습니다.
556	1_00251.wav	1_00251.mp4	  긴급생활안정자금 융자 지원이 있습니다.
557	1_00252.wav	1_00252.mp4	  피공제자 적립금액의 오십퍼센트 범위에서 최대 이백만원까지 무이자 대부를 해드립니다.
558	1_00253.wav	1_00253.mp4	  제이차 소상공인 지원금액인 백 오십만원을 지원받으실 수 있습니다.
559	1_00254.wav	1_00254.mp4	  방역지침을 잘 지키신다면 문제없습니다.
560	1_00255.wav	1_00255.mp4	  우선 보건소 담당자와의 연락망을 확보하여 연락체계를 구축해주시기 바랍니다.
561	1_00256.wav	1_00256.mp4	  침방울이 튀는 행위나 악수, 포옹은 자제해주시기 바랍니다. 또한, 마스크를 무조건 착용하시고, 다른 사람과 최소 이 미터이상 거리를 두시기 바랍니다.
562	1_00257.wav	1_00257.mp4	  가급적 조문과 위로는 간략하게 하시고 삼십분이상 머물지 않는 것이 좋습니다.
563	1_00258.wav	1_00258.mp4	  코로나십구의 전파로부터 시설, 사업장, 동호회 모임을 보호하는 역할을 합니다.
564	1_00259.wav	1_00259.mp4	  위험도 자가 평가는 공동체의 특성을 고려하여 자체적으로 평가 주기를 결정하여 수행하면 됩니다.
565	1_00260.wav	1_00260.mp4	  공기청정기와 관계없이 주기적으로 환기를 권합니다.
566	1_00261.wav	1_00261.mp4	  환기를 통해 코로나 십구 바이러스가 들어있는 침방울의 공기 중 농도를 낮출 수 있기 때문입니다.
567	1_00262.wav	1_00262.mp4	  완벽하게 통제할 수는 없으나 모두가 방역지침을 준수하려 노력한다면, 감염전파의 위험성을 낮출 수있습니다.
568	1_00263.wav	1_00263.mp4	  만약 양성 판정이 나오면 병원측에서 별도로 격리된 곳에서 출산을 하시게 될 것입니다.
569	1_00264.wav	1_00264.mp4	  하지만, 계속 불안해하시면 아이에게도 영향이 가니 아이를 생각해서라도 출산까지 힘내주시기 바랍니다. 
570	1_00265.wav	1_00265.mp4	  네, 코로나십구 장기화로 매출 타격을 받고 있는 소상공인과 생계에 어려움을 겪는 취약계층 가구를 대상으로 도시가스 요금 납부 부담을 완화해드립니다.
571	1_00266.wav	1_00266.mp4	  무증상자를 대상으로 이루어지는 검사방법입니다.
572	1_00267.wav	1_00267.mp4	선별진료소는 유증상자들이 검사받는 곳이라 별로도 구분하기 위하여 별도의 장소에서 진행합니다.
573	1_00268.wav	1_00268.mp4	  하지만, 그렇다해서 행사를 막을 수는 없습니다.
574	1_00269.wav	1_00269.mp4	  심야시간에 방역수칙을 잘 지키고 있는지 점검할 예정입니다.
575	1_00270.wav	1_00270.mp4	  적발되면 바로 현장에서 퇴출시키고 집합금지명령을 내립니다
576	1_00271.wav	1_00271.mp4	  집회는 가능하시나 십인 이상의 집회는 금지되어있습니다.
577	1_00272.wav	1_00272.mp4	  한강공원에서도 모임을 멈추자는 취지로 시행하는 제도입니다.
578	1_00273.wav	1_00273.mp4	  서울시 홈페이지에서 확진자수를 보시면 됩니다
579	1_00274.wav	1_00274.mp4	  되도록 비대면으로 결제해주시길 바랍니다.
580	1_00275.wav	1_00275.mp4	  자택격리자에게는 도시락이 제공되지 않습니다.
581	1_00276.wav	1_00276.mp4	  사회보장정보시스템에서 가능합니다.
582	1_00277.wav	1_00277.mp4	소독 후 운영할 수 있습니다.
583	1_00278.wav	1_00278.mp4	현재는 군인들의 휴가는 금지된 상황 입니다.
584	1_00279.wav	1_00279.mp4	사회적거리두기 이단계가 상당기간 지속됨에따라 경제에 미치는 영향이 크고 국민들의 피로도가 가중되어 낮추게 되었습니다
585	1_00280.wav	1_00280.mp4	회사나 집에서 가까운 곳을 도보로 이용하시거나, 자차를 이용하시기 바랍니다
586	1_00281.wav	1_00281.mp4	마스크 착용을 하셔야 합니다. 또한, 음식 섭취를 제한하고 있습니다
587	1_00282.wav	1_00282.mp4	제주도에서 확진판정되는 경우 제주도에서 치료 받아야 합니다.
588	1_00283.wav	1_00283.mp4	  사람마다 다를수 있으며 또한 증상마다 다를 수 있습니다
589	1_00284.wav	1_00284.mp4	건강에 도움이 되는 비타민 과일 야채같은 음식을 드시기를 권장 드립니다.
590	1_00285.wav	1_00285.mp4	  코로나 블루는 코로나로 인한 우울증을 뜻합니다
591	1_00286.wav	1_00286.mp4	  기약은 없지만 함께 노력하면 줄일 수 있습니다
592	1_00287.wav	1_00287.mp4	  결혼식이 가능하지만, 여러가지 제한이 있을 수 있습니다.
593	1_00288.wav	1_00288.mp4	  교육청 지침으로는 철저한 방역아래 문을 열수 있다고 되어 있습니다.
594	1_00289.wav	1_00289.mp4	  보건소나 학원의 연락을 받으시면, 반드시 외출을 자제하시고 지침에 따라야 합니다.
595	1_00290.wav	1_00290.mp4	노약자의 경우는 면역력이 떨어질 가능성이 높으며 요양원은 어르신들이 모여 생활 하시기 때문에 아무래도 상대적으로 집단 발병률이 높습니다.
596	1_00291.wav	1_00291.mp4	  아 그래요. 현재 사회적 거리두기 이점 오단계 에서는 스터디카페 운영 중단을 권고 하고 있습니다 
597	1_00292.wav	1_00292.mp4	  일상생활에 변화들이 많아져 무기력함과 우울을 호소하는 학생들이 늘어나고 있습니다
598	1_00293.wav	1_00293.mp4	클린도서대출은 미리 대출신청하신 도서에 한하여 도서관 로비에서 대출 가능한 서비스 입니다.
599	1_00294.wav	1_00294.mp4	코로나확산 때문에 옆자리는 비우고 한자리씩만 판매중 입니다.
600	1_00295.wav	1_00295.mp4	함께 사는 가족과 같은 차량에 탑승 하신다는 건가요?  그런 경우에는 차량내에서 마스크 착용 하지 않으셔도 됩니다.
601	1_00296.wav	1_00296.mp4	  학교는 학생들이 많기 때문에, 보건용 마스크를 권장하고 있습니다.
602	2_00001.wav	2_00001.mp4	아리수 사이버고객센터에서 확인하실 수 있습니다.
603	2_00002.wav	2_00002.mp4	더블유더블유더블유 쩜 아이일이일 쩜 에스디오유엘 쩜 쥐오 쩜 케이알 입니다.
604	2_00003.wav	2_00003.mp4	서울시 수도사업소 요금과에 문의하시면 고객번호 조회가 가능합니다.
605	2_00004.wav	2_00004.mp4	수도요금 납부 시간은 오전 아홉시부터 오후 네시까지 입니다.
