index	q1	count	category
802	아리수 수질검사 요청을 하면 구체적으로 어떻게 검사를 해주시나요?	0	2
803	수질 검사 시간은 어느정도 소요되나요?	0	2
804	아리수를 집에서도 병에 담아 냉장고에 넣고 마셔도 괜찮을까요? 	0	2
805	수압이 너무 쎈데 뭐가 문제죠?	0	2
806	수도 계량기 동파는 교체하는데 얼마나 걸려요?	0	2
807	정수처분예고 고지서가 뭔가요?	0	2
808	정수처분 중에 임의로 사용하면 어떻게 되는 건가요?	0	2
809	정수처분 해제신청 하고싶습니다.	0	2
810	수도요금 전자고지에 대해서 문의드립니다.	0	2
811	계량기 위치를 바꾸고 싶은데 가능한가요?	0	2
812	그럼 이설공사까지 수도사업소에서 해주시는거 맞을까요?	0	2
813	무단으로 이설하면 안되는 거겠죠?	0	2
814	수도계량기 검정을 나왔다는데 왜 나온겁니까?	0	2
815	누수지점을 못찾을 것 같아요. 방법이 없을까요?	0	2
816	수도요금고지서 받는 주소도 변경가능합니까?	0	2
817	수도요금 연체금일할계산제도는 뭔가요?	0	2
818	수도요금 가산금은 왜 나오는 건가요?	0	2
819	수도요금 선납을 못하면 연체일수가 계속 쌓이는거 아닌가요?	0	2
820	단수가 되서 물이 안나오는데 불편해서요.	0	2
821	수도 계량기 철거를 신청하고 철거까지는 얼마나 걸리는 건가요?	0	2
822	화장실에서 냄새가 너무 많이 나는데 이유가 뭘까요? 	0	2
823	수도를 가정용과 영업용 같이 쓰고 있어요. 	0	2
824	수도를 가정용과 영업용 같이 쓸때 요금을 경감하는 방법 없을까요? 	0	2
825	수도요금을 왜 한달에 한번씩 내는 건데요? 	0	2
826	급수 중지 시키면 수도 요금 안내는 거 맞죠? 	0	2
827	급수 정지 신청은 어디에다가 해요? 	0	2
828	급수 정지 신청하고 급수중지 승인은 언제쯤 되나요? 	0	2
829	급수 정시 신청을 위해 준비해야 할 서류는 무엇인가요? 	0	2
830	급수 중지 기간은 어느 정도인가요? 	0	2
831	급수 중지 기간은 사유가 있으면 연장 가능한가요? 	0	2
832	수도 개전할 때 수수료가 있나요? 	0	2
833	하수도 악취 때문에 너무 힘들어요. 	0	2
834	하수도 트랩이 뭐예요? 	0	2
835	물을 안쓰는데도 계량기가 돌아가는데 정상인가요? 	0	2
836	물을 안쓰는데 계량기가 돌아갈 수도 있나요? 	0	2
837	직결 급수 공사 비용은 얼마나 드나요? 	0	2
838	소형 물탱크 철거 비용은요? 	0	2
839	상하수도요금의 요금업종 관련해서 물어볼께요,	0	2
840	가정용 수도요금 감면항목이 있다고 들어서요. 	0	2
841	직결급수가 무엇인가요?	0	2
842	물탱크는 왜 사용했나요?	0	2
843	직결급수를 하는 이유는 뭔가요?	0	2
844	제가 지금 서울에서 임대사업을 하는데 여기까지 아리수가 어떤 공급경로로 들어오죠?	0	2
845	수도세 낼라구 하는데 이거 다른사람이름으로 가상계좌 입금해도 됩니까?	0	2
846	저희집 수돗물에서 비린내가 나는것 같은데 이유가 뭘까요?	0	2
847	물을 아무리 세게 틀어도 물이 적게 나오는 같은데 이유가 뭘까요?	0	2
848	구경확대공사를 하려고 하는데요 어떻게 신청해야 하나요?	0	2
849	수도요금 자동납부 해지 하려구 하는데요.	0	2
